Product ID,Product Name,Category,Material,Size,Special_features,Customer Type,Price,Payment Type,Sellable Online,Sales Volume,Return Rate,Storage Cost,Seasonality Score,Implicit Feedback,Sales_to_Return_Ratio,Revenue_Per_Product,Online_Sellability_Score,Storage_Efficiency_Score,High_Demand_Indicator,Implicit_Feedback_Score,Top_Rated,Likelihood_of_Purchase,Customer_Interest_Score,Expert_Judgment_Score
49,Ottoman Storage Bench,Storage & Organization,Fabric,Medium,Ergonomic,Member,-1.3023994488143955,credit card,0,111,1.204653334275127,-0.7586228069656263,-0.7094521757011711,Positive,50.348051675206314,-144.5663388183979,0.0,-598.9229429717112,0,1,1,0.0022256977863330126,1,1
50,Compact Shoe Rack,Storage & Organization,Plastic,Large,Smart,Normal,0.8004109553207405,debit card,1,206,0.1658403331755423,-1.537455636187156,-0.7094521757011711,Neutral,176.6965802588872,164.88465679607253,0.2062062062062062,-306.7874735965284,0,0,0,0.004130574270131537,0,1
51,Open Closet Organizer,Bedroom Furniture,Plastic,Medium,Smart,Member,1.4955593196666153,debit card,0,364,0.9106164339638888,-1.457415944084569,0.4795738170940877,Neutral,190.5144295471289,544.383592358648,0.0,-1190.1281522840839,0,0,0,0.0072986846326596085,0,1
52,Open Closet Organizer,Bedroom Furniture,Plastic,Medium,Waterproof,Member,1.5227647256080676,debit card,1,454,0.2890893333060014,0.8474163547141907,-0.7094521757011711,Neutral,352.1866082280509,691.3351854260627,0.4544544544544545,374.21731363475857,0,0,0,0.009103304459416105,0,1
53,Queen Bed with Storage,Bedroom Furniture,Wood,Large,Smart,Normal,1.1693475219128215,credit card,0,125,1.7487096348510114,-1.7290069381608222,0.8759158146925075,Neutral,45.47588381658049,146.1684402391027,0.0,-200.5034967264705,0,0,0,0.00250641642605069,0,1
54,6-Piece Outdoor Dining Set,Outdoor Furniture,Wood,Medium,Smart,Normal,1.7307539617837229,credit card,1,430,-0.3165914673351125,0.2960749804735568,0.4795738170940877,Positive,629.199050710203,744.2242035670008,0.43043043043043044,574.2138493369249,0,1,1,0.008622072505614373,1,2
55,Hanging Hammock,Outdoor Furniture,Fabric,Medium,Ergonomic,Normal,1.2153324734603717,debit card,0,527,-0.9979823680563658,1.50191568164044,0.4795738170940877,Neutral,261197.29203471311,640.4802135136158,0.0,255.99592272976597,0,0,0,0.010567051652229709,0,1
56,Upholstered armchair,Sofas & Seating,Plastic,Large,Foldable,Member,-1.778780621361298,cash on delivery,1,660,0.1887294331997702,1.3023992646759828,0.4795738170940877,Positive,555.2146531977767,-1173.9952100984567,0.6606606606606606,-509.90079266884817,0,1,1,0.013233878729547642,1,1
57,Bistro Tables,Tables,Unknown,Large,Durable,Member,0.3079149527154947,credit card,0,385,0.1359084331438593,-1.4187559957146307,-1.1057941732995908,Neutral,338.9357704955439,118.54725679546546,0.0,-283.09387330241776,0,0,0,0.0077197625922361245,0,1
58,Smart Office Desk,Tables,Wood,Large,Waterproof,Normal,-0.1537581809421297,credit card,1,685,-0.9081866679613168,-0.8742141098807698,1.6685998098893466,Positive,7460.790113917143,-105.32435394535885,0.6856856856856857,-837.3304338469421,0,1,1,0.01373516201475778,1,1
59,Open Closet Organizer,Bedroom Furniture,Plastic,Medium,Waterproof,Member,0.9749423803590956,credit card,0,776,-0.0384008670406473,-0.1148083903928776,-1.5021361708980103,Positive,806.9890803788837,756.5552871586582,0.0,854.6796862370202,1,1,1,0.015559833172922682,1,3
60,Sliding Door Wardrobe,Storage & Organization,Wood,Medium,Minimalist,Normal,-0.7581275765159222,credit card,0,592,1.526861434616185,-0.9521168199126564,1.272257812290927,Negative,234.28273188629404,-448.81152529742593,0.0,-9373.051758023377,0,-1,0,0.011870388193776067,-1,0
61,Luxury Bean Bag,Sofas & Seating,Foam,Large,Minimalist,Normal,0.1512922025595295,credit card,0,73,-1.2339161683061022,0.926096149135423,-0.7094521757011711,Neutral,-312.0776153637758,11.044330786845652,0.0,5.734049565388093,0,0,0,0.0014637471928136028,0,1
62,Upholstered armchair,Sofas & Seating,Plastic,Large,Durable,Member,0.4561490592336986,debit card,0,987,0.327824733347003,0.9529055605678428,0.4795738170940877,Positive,743.3209935110203,450.2191214636605,0.0,230.53809183315096,1,1,1,0.019790664100096247,1,3
63,Wooden Side Table,Tables,Wood,Small,Durable,Member,0.5668166312001888,credit card,1,957,1.2697992343440845,-0.4516744731741527,0.4795738170940877,Negative,421.6231927122617,542.4435160585806,0.9579579579579579,989.27277597066,1,-1,0,0.01918912415784408,-1,2
64,Adjustable Standing Desk,Tables,Metal,Medium,Minimalist,Normal,-0.0404184500883668,credit card,0,26,0.8894880339415243,-0.4915000481281099,0.0832318194956681,Neutral,13.760341178643657,-1.050879702297537,0.0,-2.0666269454481525,0,0,0,0.0005213346166185435,0,1
65,Outdoor Patio Chair,Outdoor Furniture,Metal,Small,Smart,Normal,-0.9515129805555632,debit card,1,975,0.7609569338054739,0.3024859266856572,1.272257812290927,Positive,553.6762321001227,-927.7251560416742,0.975975975975976,-712.2726910396568,1,1,1,0.01955004812319538,1,2
66,King Size Bed Frame,Bedroom Furniture,Wood,Medium,Smart,Member,1.4775315513519232,credit card,1,998,-1.0103072680694116,-0.884704749136934,-0.7094521757011711,Negative,-96824.8805870991,1474.5764882492192,0.998998998998999,12789.568323161426,1,-1,0,0.020011228745588708,-1,2
67,Compact Shoe Rack,Storage & Organization,Plastic,Large,Smart,Normal,-0.0116276128293956,cash on delivery,0,684,-1.482174868568884,-1.2656703710135666,-0.7094521757011711,Positive,-1418.5724818677127,-7.95328717530659,0.0,29.936673573962267,0,1,1,0.013715110683349374,1,1
68,Smart Office Desk,Tables,Wood,Large,Minimalist,Normal,-0.8558660677381432,credit card,0,933,1.4828439345695923,-0.2900409201902883,-0.3131101781027515,Neutral,375.7787539560911,-798.5230411996877,0.0,-1124.745163360279,1,0,0,0.01870789220404235,0,1
69,Upholstered armchair,Sofas & Seating,Plastic,Medium,Foldable,Normal,1.7361875996324947,debit card,0,702,-1.401182668483154,-1.39252939757422,-1.1057941732995908,Neutral,-1749.8263388451373,1218.8036949420114,0.0,-3104.9997846634114,0,0,0,0.014076034648700674,0,1
70,Large Wooden Dresser,Bedroom Furniture,Wood,Medium,Foldable,Normal,-1.3373459278554685,credit card,0,205,-0.8377586678867687,1.1469823868068822,1.6685998098893466,Neutral,1263.5497830905788,-274.15591521037106,0.0,-127.69360237654851,0,0,0,0.0041105229387231315,0,0
71,King Size Bed Frame,Bedroom Furniture,Wood,Small,Smart,Normal,1.302881032881266,credit card,1,262,-1.098342268162597,-1.355423617982972,-1.89847816849643,Negative,-2664.164706541189,341.35483061489174,0.26226226226226224,-960.4168472317047,0,-1,0,0.005253448829002246,-1,1
72,Garden Lounge Bench,Outdoor Furniture,Wood,Medium,Foldable,Normal,-0.3361944325495198,credit card,0,276,-0.8870582679389525,1.7814717907074848,1.272257812290927,Negative,2443.7379785429166,-92.78966338366746,0.0,-33.35991531306015,0,-1,0,0.005534167468719923,-1,0
73,6-Piece Outdoor Dining Set,Outdoor Furniture,Wood,Small,Minimalist,Normal,1.061716832470028,debit card,1,938,-1.478653468565157,-0.7910660802208008,1.6685998098893466,Positive,-1959.664060957942,995.8903888568861,0.938938938938939,4766.532834445171,1,1,1,0.018808148861084378,1,3
74,Padded Dining Chair,Kitchen & Dining,Fabric,Small,Ergonomic,Member,-0.6699761065939995,cash on delivery,0,157,-0.3095486673276578,-0.8858703757209523,-1.5021361708980103,Positive,227.3874965123795,-105.18624873525792,0.0,-921.6384387464277,0,1,1,0.0031480590311196662,1,1
75,Industrial Console Table,Tables,Metal,Medium,Foldable,Normal,-0.956887071688184,debit card,1,877,-1.5614063686527508,0.57193993869121,1.6685998098893466,Neutral,-1562.1482921624188,-839.1899618705373,0.8778778778778779,-533.8562506206458,1,0,0,0.01758501764517164,0,1
76,Expandable Kitchen Island,Kitchen & Dining,Wood,Large,Foldable,Normal,-0.0421453048567436,debit card,1,91,1.3595949344391334,-0.1643475202136533,-1.1057941732995908,Neutral,38.56594141300373,-3.8352227419636677,0.09109109109109109,-4.589494837548054,0,0,0,0.0018246711581649021,0,0
77,Smart Office Desk,Tables,Wood,Small,Foldable,Member,0.4441280659107309,credit card,1,949,1.4564334345416368,1.001473334901937,1.272257812290927,Negative,386.33247156444133,421.47753454928363,0.94994994994995,210.58363716343695,1,-1,0,0.019028713506576835,-1,2
78,Minimalist Sectional Sofa,Sofas & Seating,Fabric,Large,Smart,Member,0.8715320644234992,debit card,0,840,-0.3025058673202028,0.5041393257208153,0.4795738170940877,Neutral,1204.3112058487004,732.0869341157393,0.0,486.7148419013031,1,0,0,0.016843118383060636,0,2
79,Large Wooden Dresser,Bedroom Furniture,Wood,Small,Smart,Normal,0.4988217246953536,cash on delivery,1,467,-1.246241068319148,-0.8823734959688975,0.0832318194956681,Neutral,-1896.5154886135028,232.9497454327301,0.4674674674674675,1980.4188465138272,0,0,0,0.009363971767725377,0,1
80,Padded Dining Chair,Kitchen & Dining,Fabric,Medium,Minimalist,Member,-0.5665806773374407,cash on delivery,0,261,0.1024551331084487,1.4550963471823737,0.8759158146925075,Negative,236.74432832843945,-147.87755678507202,0.0,-60.23289348900128,0,-1,0,0.00523339749759384,-1,0
81,Adjustable Bar Stool,Kitchen & Dining,Metal,Large,Durable,Member,1.0612776754384152,cash on delivery,1,423,1.6606746347578265,-1.1937900649991076,-0.3131101781027515,Negative,158.9822349843619,448.9204567104496,0.42342342342342343,-2316.5297803709236,0,-1,0,0.008481713185755534,-1,1
82,King Size Bed Frame,Bedroom Furniture,Wood,Large,Smart,Member,-0.7729621521770207,debit card,1,408,0.9581553340142088,0.5797107825846651,-0.3131101781027515,Positive,208.3593639957061,-315.36855808822446,0.4084084084084084,-199.6368965540831,0,1,1,0.008180943214629451,1,1
83,Sliding Door Wardrobe,Storage & Organization,Wood,Small,Durable,Normal,0.6297649535112333,credit card,1,987,0.0197022330208549,-0.6006804048311528,-0.3131101781027515,Positive,967.9296249808388,621.5780091155873,0.987987987987988,1556.5928059522373,1,1,1,0.019790664100096247,1,3
84,Glass Dining Table,Tables,Glass,Medium,Foldable,Member,-0.7186704337264168,credit card,1,498,-0.3746945673966147,1.6081819718834376,-1.1057941732995908,Neutral,796.4108002814494,-357.89787599575556,0.4984984984984985,-137.2212061328328,0,0,0,0.009985563041385948,0,0
85,Adjustable Bar Stool,Kitchen & Dining,Metal,Large,Smart,Normal,-0.1968327867378035,debit card,0,804,-1.6529627687496633,0.2929666429161749,-0.3131101781027515,Positive,-1231.3106328245221,-158.253560537194,0.0,-122.39570247556173,1,1,1,0.016121270452358036,1,2
86,Upholstered armchair,Sofas & Seating,Plastic,Small,Smart,Member,-0.9890348550701636,debit card,1,418,0.4739628335016904,0.7281339009496564,0.0832318194956681,Neutral,283.589240175723,-413.4165694193284,0.4184184184184184,-239.22716242771745,0,0,0,0.008381456528713506,0,0
87,Classic Nightstand,Bedroom Furniture,Wood,Small,Smart,Member,0.8211034391831864,cash on delivery,0,659,-0.0489650670518296,1.2938513363931825,0.0832318194956681,Neutral,692.9293311625539,541.1071664217199,0.0,235.89461001101694,0,0,0,0.013213827398139236,0,1
88,Queen Bed with Storage,Bedroom Furniture,Wood,Medium,Durable,Normal,0.1088056205858461,debit card,0,245,-0.5014649675308013,-1.019723161785715,-1.1057941732995908,Positive,491.4398869554608,26.657377043532293,0.0,-1351.5772639881502,0,1,1,0.004912576195059352,1,2
89,Chaise Sofas,Sofas & Seating,Fabric,Medium,Smart,Normal,-0.8183069765259486,debit card,1,535,0.9704802340272548,1.0815130270045237,0.4795738170940877,Negative,271.5074177154117,-437.7942324413825,0.5355355355355356,-210.32500241970914,0,-1,0,0.010727462303496952,-1,0
90,Bistro Tables,Tables,Unknown,Medium,Smart,Member,-1.224423024014762,credit card,1,180,1.278602734353403,1.318135223560229,-1.1057941732995908,Neutral,78.99577986378499,-220.39614432265716,0.18018018018018017,-95.0747575390228,0,0,0,0.003609239653512993,0,0
91,Queen Bed with Storage,Bedroom Furniture,Wood,Medium,Ergonomic,Normal,0.5444642826250362,credit card,0,806,1.5374256346273671,0.3559104784531605,0.0832318194956681,Negative,317.6447770530878,438.83821179577916,0.0,323.64836673908684,1,-1,0,0.01616137311517485,-1,2
92,Open Closet Organizer,Bedroom Furniture,Plastic,Small,Foldable,Member,1.4530652943534128,cash on delivery,0,727,-1.1353169682017348,-0.8431307343069496,-1.1057941732995908,Negative,-5372.570858343246,1056.3784689949312,0.0,6734.132810068549,0,-1,0,0.014577317933910811,-1,1
93,6-Piece Outdoor Dining Set,Outdoor Furniture,Wood,Medium,Smart,Normal,1.037451545638527,cash on delivery,1,355,-1.1494025682166442,-1.8638310797122672,0.8759158146925075,Negative,-2376.1305059041892,368.29529870167704,0.35535535535535534,-426.351062553054,0,-1,0,0.007118222649983959,-1,1
94,Upholstered armchair,Sofas & Seating,Plastic,Small,Waterproof,Normal,1.1627750531176635,debit card,0,637,0.1218228331289497,1.7651530185312292,0.0832318194956681,Negative,567.8258466386368,740.6877088359516,0.0,267.86499838239837,0,-1,0,0.012772698107154316,-1,1
95,Modern TV Cabinet,Storage & Organization,Wood,Small,Durable,Normal,0.3114728690055124,cash on delivery,1,498,1.560314734651595,1.523479773444778,-0.7094521757011711,Positive,194.50733664108188,155.11348876474517,0.4984984984984985,61.46809274916487,0,1,1,0.009985563041385948,1,2
96,Kitchen Pantry Shelf,Kitchen & Dining,Wood,Large,Ergonomic,Member,-0.3319517290237667,credit card,1,219,1.6377855347335983,0.4950085841460057,1.6685998098893466,Neutral,83.02418718893982,-72.6974286562049,0.21921921921921922,-48.626763369209606,0,0,0,0.004391241578440809,0,0
97,Garden Lounge Bench,Outdoor Furniture,Wood,Medium,Waterproof,Member,0.3239776793972061,credit card,1,806,-0.3518054673723866,0.7491151794619846,1.6685998098893466,Positive,1243.453869832385,261.1260095941481,0.8068068068068068,149.29034557602355,1,1,1,0.01616137311517485,1,3
